chr	start	end	strand	shifting_score	shift_in_bp	dominant_peak_maternal	dominant_peak_zygotic	ensembl_gene_id	gene_start	gene_end	tss	entrezgene	external_gene_id	gene_biotype
chr17	51020568	51020609	-	0.716507235	-6	51020583	51020589	ENSDARG00000053165	51008569	51020589	51020589	568840	zgc:113377	protein_coding
chr17	53165011	53165134	-	0.673861491	22	53165082	53165060	ENSDARG00000060068	53160227	53165070	53165070	780841	fam98b	protein_coding
chr18	601693	601756	+	0.684318081	23	601697	601720	ENSDARG00000018119	601742	605530	601742	326962	cox5ab	protein_coding
chr18	2453772	2453823	+	0.636618553	29	2453773	2453802	ENSDARG00000044479	2453826	2489534	2453826	573991	dcun1d5	protein_coding
chr18	4449487	4449665	+	0.674251643	-22	4449593	4449571	ENSDARG00000019484	4449572	4465983	4449572	436875	zdhhc7	protein_coding
chr18	4617669	4617772	+	0.777238543	75	4617672	4617747	NA	NA	NA	NA	NA	NA	NA
chr18	5644169	5644280	+	0.617519939	74	5644172	5644246	ENSDARG00000058939	5644246	5703384	5644246	553524	B4GALNT3 (1 of 3)	protein_coding
chr18	5942998	5943136	+	0.834496503	101	5943024	5943125	ENSDARG00000010745	5943008	5955293	5943008	324164	dnaja2l	protein_coding
chr18	17444998	17445233	+	0.718439769	39	17445023	17445062	ENSDARG00000059707	17445716	17654230	17445716	566696	ZNF423 (2 of 2)	protein_coding
chr18	18247144	18247159	+	0.789812272	14	18247145	18247159	NA	NA	NA	NA	NA	NA	NA
chr18	18368744	18368759	+	0.794807292	14	18368745	18368759	NA	NA	NA	NA	NA	NA	NA
chr18	18762785	18762854	+	0.825893101	37	18762788	18762825	ENSDARG00000016038	18762788	18775994	18762788	393441	ptplad1	protein_coding
chr18	19199760	19199906	+	0.659251381	22	19199794	19199816	ENSDARG00000007825	19199831	19231876	19199831	406728	map2k1	protein_coding
chr18	19771034	19771214	+	0.614406317	18	19771094	19771112	ENSDARG00000062445	19771126	19806075	19771126	562982	PIAS1 (1 of 2)	protein_coding
chr18	22574034	22574209	+	0.692100769	114	22574035	22574149	ENSDARG00000016676	22574176	22757367	22574176	393760	gnao1a	protein_coding
chr18	29899654	29899707	+	0.705701392	31	29899673	29899704	ENSDARG00000068601	29899722	29904880	29899722	571606	ATMIN	protein_coding
chr18	30452070	30452121	+	0.757168043	6	30452096	30452102	ENSDARG00000032970	30452117	30454519	30452117	326975	cox4i1	protein_coding
chr18	32941718	32941783	+	0.626384054	9	32941737	32941746	ENSDARG00000061841	32941753	32984517	32941753	563506	tiparp	protein_coding
chr18	34406172	34406250	+	0.624010881	-7	34406239	34406232	ENSDARG00000040555	34406225	34421744	34406225	554124	bckdha	protein_coding
chr18	39572781	39573241	+	0.652961333	-61	39573085	39573024	ENSDARG00000061397	39573030	39651286	39573030	564866	TRIP12	protein_coding
chr18	44059302	44059455	+	0.703770788	22	44059351	44059373	ENSDARG00000013931	44059348	44072067	44059348	334626	eif3m	protein_coding
chr18	44371348	44371505	+	0.624555622	6	44371393	44371399	ENSDARG00000033899	44371430	44400225	44371430	394001	ap2m1b	protein_coding
chr18	47501303	47501312	+	0.605185376	-3	47501307	47501304	NA	NA	NA	NA	NA	NA	NA
chr18	49379330	49379361	+	0.670239931	5	49379333	49379338	ENSDARG00000040286	49379338	49386776	49379338	393331	ubl7	protein_coding
chr18	49799663	49799774	+	0.644158406	-65	49799766	49799701	ENSDARG00000023113	49800583	49806744	49800583	100330789	PDPR	protein_coding
chr18	49807141	49807320	+	0.686830696	-33	49807281	49807248	ENSDARG00000089106	49807344	49811995	49807344	393599	DDB1 (2 of 2)	protein_coding
chr18	301153	301412	-	0.775649176	162	301347	301185	NA	NA	NA	NA	NA	NA	NA
chr18	2055017	2055233	-	0.686472216	120	2055168	2055048	ENSDARG00000089928	1946128	2054889	2054889	100537850	CABZ01070631.1	protein_coding
chr18	4486302	4486359	-	0.686118578	14	4486355	4486341	ENSDARG00000059075	4479898	4486341	4486341	553616	nip7	protein_coding
chr18	4951146	4951249	-	0.689799704	30	4951245	4951215	ENSDARG00000042931	4945257	4951035	4951035	386710	mibp2	protein_coding
chr18	5125493	5125534	-	0.637854517	-25	5125496	5125521	NA	NA	NA	NA	NA	NA	NA
chr18	12102541	12102577	-	0.606638269	9	12102573	12102564	ENSDARG00000042518	11910098	12102227	12102227	557551	hipk2	protein_coding
chr18	15230497	15230563	-	0.65061137	12	15230532	15230520	ENSDARG00000095287	15055073	15230530	15230530	NA	PPFIBP1 (1 of 3)	protein_coding
chr18	20602513	20602606	-	0.694156538	17	20602598	20602581	ENSDARG00000040991	20505981	20602353	20602353	555837	cttnbp2	protein_coding
chr18	22195225	22195354	-	0.710725679	-18	22195302	22195320	ENSDARG00000056628	22186418	22195276	22195276	393662	tmem170a	protein_coding
chr18	26757276	26757375	-	0.725755945	25	26757340	26757315	ENSDARG00000060885	26744428	26756326	26756326	571276	znf592	protein_coding
chr18	30993906	30994182	-	0.639511785	-9	30994114	30994123	ENSDARG00000026072	30978673	30994158	30994158	394152	pdcd5	protein_coding
chr18	33804605	33804797	-	0.709912572	69	33804797	33804728	ENSDARG00000067741	33773645	33804790	33804790	322720	ITPKC (1 of 2)	protein_coding
chr18	49868594	49868623	-	0.63825186	-5	49868618	49868623	NA	NA	NA	NA	NA	NA	NA
chr19	37268	37414	+	0.689707651	-26	37411	37385	ENSDARG00000067975	37362	38888	37362	100037369	atpif1	protein_coding
chr19	181669	181769	+	0.701567055	-30	181746	181716	ENSDARG00000036929	181745	187045	181745	100144552	rnf139	protein_coding
chr19	606562	606652	+	0.638988019	74	606563	606637	ENSDARG00000042637	606603	621582	606603	796551	tert	protein_coding
chr19	794877	794937	+	0.924812097	-37	794937	794900	ENSDARG00000063690	794918	797963	794918	570027	NRM	protein_coding
chr19	3768786	3768915	+	0.703480281	33	3768845	3768878	NA	NA	NA	NA	NA	NA	NA
chr19	5593148	5593211	+	0.674268396	37	5593150	5593187	ENSDARG00000017809	5593150	5610199	5593150	63998	stard3	protein_coding
chr19	7623667	7623726	+	0.697044048	-16	7623710	7623694	ENSDARG00000003251	7623706	7633924	7623706	64809	zbtb22b	protein_coding
chr19	8249560	8249710	+	0.735946066	-89	8249685	8249596	ENSDARG00000036772	8249635	8255598	8249635	613247	pygo2	protein_coding
chr19	10077694	10077856	+	0.69430351	-19	10077814	10077795	ENSDARG00000070959	10077771	10082858	10077771	567638	si:ch211-288g17.3	protein_coding
chr19	11898160	11898420	+	0.666375303	38	11898214	11898252	ENSDARG00000002614	11898214	11921647	11898214	553629	pip5k1a	protein_coding
chr19	11932598	11932650	+	0.633409391	23	11932616	11932639	ENSDARG00000036715	11932636	11942505	11932636	415202	psmd4a	protein_coding
chr19	15496392	15496495	+	0.648248432	71	15496396	15496467	ENSDARG00000062060	15496497	15519691	15496497	567701	GMEB1	protein_coding
chr19	18319187	18319315	+	0.669825194	-27	18319236	18319209	ENSDARG00000009175	18319012	18340857	18319012	556724	vps52	protein_coding
chr19	20756785	20756829	+	0.792632305	21	20756788	20756809	ENSDARG00000062664	20756809	20776843	20756809	558500	oxnad1	protein_coding
chr19	21190726	21190875	+	0.668447481	-12	21190796	21190784	ENSDARG00000018602	21190757	21204665	21190757	337737	rab5aa	protein_coding
chr19	24468041	24468141	+	0.935824816	67	24468042	24468109	ENSDARG00000057913	24468131	24520375	24468131	406769	syt11a	protein_coding
chr19	26456616	26456694	+	0.667464703	40	26456622	26456662	ENSDARG00000062268	26457126	26644445	26457126	558456	jarid2b	protein_coding
chr19	27164531	27164632	+	0.668186616	15	27164557	27164572	NA	NA	NA	NA	NA	NA	NA
chr19	30798333	30798840	+	0.750280703	37	30798477	30798514	ENSDARG00000060073	30798757	30883490	30798757	NA	arid1ab	protein_coding
chr19	34354707	34354821	+	0.698783067	17	34354758	34354775	ENSDARG00000035868	34354795	34447621	34354795	557962	SPIRE1 (1 of 3)	protein_coding
chr19	38684578	38684655	+	0.662750002	13	38684636	38684649	ENSDARG00000070358	38684597	38688349	38684597	541401	C19H1orf212	protein_coding
chr19	41340086	41340146	+	0.760289603	-3	41340103	41340100	ENSDARG00000002880	41340113	41648428	41340113	NA	CCDC132 (1 of 2)	protein_coding
chr19	41967600	41967956	+	0.73728287	182	41967661	41967843	ENSDARG00000023900	41967601	41994611	41967601	692268	casd1	protein_coding
chr19	45390315	45390448	+	0.740148155	65	45390318	45390383	ENSDARG00000053656	45390325	45408753	45390325	393722	LYPLA2	protein_coding
chr19	47866865	47866997	+	0.647640795	26	47866925	47866951	ENSDARG00000020323	47866939	47906589	47866939	571621	NUP153	protein_coding
chr19	769685	769741	-	0.70740826	-10	769731	769741	ENSDARG00000024381	754912	769720	769720	334306	msto1	protein_coding
chr19	2178347	2178519	-	0.685112009	78	2178426	2178348	NA	NA	NA	NA	NA	NA	NA
chr19	2808340	2808405	-	0.737456157	21	2808403	2808382	ENSDARG00000076744	2801389	2808409	2808409	100190889	si:dkey-206d17.5	protein_coding
chr19	3005884	3006000	-	0.807518168	-13	3005925	3005938	ENSDARG00000076659	2992353	3005882	3005882	NA	CDCA7L	protein_coding
chr19	11953445	11953691	-	0.659797127	32	11953659	11953627	NA	NA	NA	NA	NA	NA	NA
chr19	19646461	19646495	-	0.727053137	29	19646491	19646462	ENSDARG00000021163	19506361	19646473	19646473	30607	thrb	protein_coding
chr19	24752968	24753061	-	0.697340941	67	24753059	24752992	ENSDARG00000070702	24749218	24753488	24753488	336965	s100v2	protein_coding
chr19	24970382	24970452	-	0.666021605	-19	24970408	24970427	ENSDARG00000036109	24934249	24970423	24970423	286740	mtx1b	protein_coding
chr19	25243666	25243826	-	0.684643832	26	25243774	25243748	ENSDARG00000081895	25242858	25242989	25242989	NA	SNORA9	snoRNA
chr19	27255446	27255601	-	0.617430239	0	27255577	27255577	ENSDARG00000031494	27226175	27255583	27255583	NA	prrc2a	protein_coding
chr19	27934176	27934336	-	0.65669559	-4	27934235	27934239	ENSDARG00000056717	27884833	27934271	27934271	100170827	vars2	protein_coding
chr19	32829735	32829846	-	0.62282365	38	32829839	32829801	ENSDARG00000093406	32824789	32829842	32829842	553664	C19H6orf62	protein_coding
chr19	33010943	33011020	-	0.752946037	25	33011020	33010995	ENSDARG00000020278	32988502	33011013	33011013	566469	si:dkeyp-120h9.1	protein_coding
chr19	33146144	33146341	-	0.687571503	62	33146263	33146201	ENSDARG00000077101	33118188	33145773	33145773	566269	zbtb10	protein_coding
chr19	34264156	34264225	-	0.618030811	0	34264184	34264184	ENSDARG00000035870	34240041	34264222	34264222	368911	laptm4b	protein_coding
chr19	34303894	34303985	-	0.685912335	10	34303955	34303945	ENSDARG00000033367	34291836	34303950	34303950	368909	rrm2b	protein_coding
chr19	36558544	36558602	-	0.667169452	-19	36558554	36558573	ENSDARG00000035679	36553505	36558586	36558586	NA	si:rp71-45k5.4	protein_coding
chr19	36909874	36909922	-	0.650684365	36	36909917	36909881	ENSDARG00000006290	36905556	36909916	36909916	553660	ndufs5	protein_coding
chr19	39968923	39968973	-	0.866827836	-20	39968927	39968947	ENSDARG00000061446	39936152	39968472	39968472	556132	SMAP2	protein_coding
chr19	42376742	42376892	-	0.614350809	45	42376861	42376816	ENSDARG00000027899	42373066	42376790	42376790	322269	shfm1	protein_coding
chr19	45571725	45571786	-	0.668434043	-27	45571733	45571760	ENSDARG00000003207	45564762	45571762	45571762	436888	mterfd1	protein_coding
chr19	47004485	47004930	-	0.83472835	152	47004718	47004566	ENSDARG00000076053	46978799	47004819	47004819	NA	lrp6	protein_coding
chr19	47767668	47767856	-	0.723675831	7	47767767	47767760	ENSDARG00000045948	47715010	47767721	47767721	393809	cap2	protein_coding
chr19	48370207	48370261	-	0.748542629	-42	48370213	48370255	ENSDARG00000092332	48326239	48370242	48370242	724005	GRINA	protein_coding
chr19	48406079	48406146	-	0.617406159	14	48406142	48406128	ENSDARG00000045949	48391237	48406114	48406114	393562	vps28	protein_coding
chr19	49773401	49773545	-	0.646783159	-55	49773454	49773509	ENSDARG00000087529	49764192	49773495	49773495	406563	ANKLE1	protein_coding
chr20	38396	38465	+	0.62364381	4	38431	38435	ENSDARG00000087453	38437	43630	38437	100149889	si:ch73-57f22.2	protein_coding
chr20	421272	421354	+	0.627983755	-35	421313	421278	ENSDARG00000077859	421257	424582	421257	794169	NDUFAF4	protein_coding
chr20	7762057	7762117	+	0.666128678	-32	7762117	7762085	ENSDARG00000046081	7762067	7770962	7762067	606665	zgc:111974	protein_coding
chr20	16680314	16680631	+	0.658714701	-31	16680374	16680343	ENSDARG00000043555	16680312	16701315	16680312	333952	TMEM30A (2 of 2)	protein_coding
chr20	19017166	19017238	+	0.761671646	18	19017217	19017235	NA	NA	NA	NA	NA	NA	NA
chr20	23724635	23724771	+	0.61393747	16	23724673	23724689	ENSDARG00000070470	23724673	23819066	23724673	556523	SH3RF1	protein_coding
chr20	25615832	25615858	+	0.689414884	25	25615833	25615858	ENSDARG00000042990	25615842	25623214	25615842	399485	cyp2p10	protein_coding
chr20	34019151	34019429	+	0.66768422	164	34019190	34019354	ENSDARG00000042120	34019188	34034838	34019188	553598	C20H1orf112	protein_coding
chr20	36706646	36706782	+	0.609172813	-47	36706740	36706693	ENSDARG00000094900	36706754	36728967	36706754	NA	si:dkey-5g7.1	processed_transcript
chr20	38645366	38645440	+	0.6886809	-34	38645440	38645406	ENSDARG00000033916	38645416	38693912	38645416	563597	si:ch211-243j20.2	protein_coding
chr20	40798118	40798212	+	0.637261537	-47	40798166	40798119	ENSDARG00000041734	40798376	40872750	40798376	566474	C20H6orf170	protein_coding
chr20	45815292	45815321	+	0.614719062	-19	45815316	45815297	NA	NA	NA	NA	NA	NA	NA
chr20	48985920	48986111	+	0.702053011	-41	48986041	48986000	ENSDARG00000069092	48985939	49073598	48985939	321940	xrn2	protein_coding
chr20	50090268	50090341	+	0.729112715	-31	50090330	50090299	NA	NA	NA	NA	NA	NA	NA
chr20	52800231	52800302	+	0.84567579	59	52800232	52800291	ENSDARG00000039666	52800319	52829770	52800319	494077	tsta3	protein_coding
chr20	2669701	2669969	-	0.648565514	-51	2669866	2669917	ENSDARG00000077029	2639203	2669899	2669899	100307076	BUB1	protein_coding
chr20	14855806	14855890	-	0.648452465	-7	14855830	14855837	ENSDARG00000010905	14842883	14855823	14855823	557908	METTL13	protein_coding
chr20	15110535	15110613	-	0.606228012	26	15110570	15110544	ENSDARG00000016357	15099468	15110570	15110570	794311	fmo5	protein_coding
chr20	18867158	18867225	-	0.738683608	15	18867221	18867206	ENSDARG00000013705	18848445	18866949	18866949	436586	ccm2	protein_coding
chr20	20973658	20973730	-	0.713218663	-31	20973664	20973695	ENSDARG00000017928	20968777	20973718	20973718	541414	xrcc3	protein_coding
chr20	21004877	21005005	-	0.643020752	-44	21004889	21004933	ENSDARG00000032369	20999823	21004942	21004942	553533	btbd6b	protein_coding
chr20	22265111	22265328	-	0.629199734	41	22265319	22265278	ENSDARG00000034600	22258457	22265350	22265350	324501	tmem165	protein_coding
chr20	23482191	23482256	-	0.638182661	25	23482233	23482208	ENSDARG00000032237	23462890	23482233	23482233	494046	ANAPC4	protein_coding
chr20	26077234	26077398	-	0.648566903	41	26077386	26077345	ENSDARG00000056099	26074860	26077375	26077375	751713	gtf2h5	protein_coding
chr20	28868323	28868611	-	0.623119594	20	28868464	28868444	ENSDARG00000024844	28858670	28868512	28868512	30467	max	protein_coding
chr20	33814616	33814664	-	0.665074108	-15	33814617	33814632	ENSDARG00000002333	33777645	33814611	33814611	557909	fam102bb	protein_coding
chr20	34094499	34094572	-	0.652790296	11	34094560	34094549	ENSDARG00000016630	34063889	34094546	34094546	558883	tprb	protein_coding
chr20	47376019	47376090	-	0.657105924	68	47376088	47376020	NA	NA	NA	NA	NA	NA	NA
chr20	48731501	48731666	-	0.714920872	18	48731581	48731563	ENSDARG00000057151	48707199	48731764	48731764	553791	prep	protein_coding
chr20	50016667	50016754	-	0.741862342	21	50016750	50016729	ENSDARG00000086341	50009216	50016668	50016668	100535363	COX7A2 (2 of 2)	protein_coding
chr20	52170424	52170690	-	0.685083724	32	52170585	52170553	ENSDARG00000095703	52162874	52170598	52170598	NA	mia3	protein_coding
chr20	54588490	54588594	-	0.680354441	71	54588592	54588521	NA	NA	NA	NA	NA	NA	NA
chr21	242468	242715	+	0.840576881	41	242533	242574	ENSDARG00000024511	242509	249424	242509	402823	bxdc2	protein_coding
chr21	872504	872569	+	0.699759276	-38	872555	872517	ENSDARG00000063362	872862	936914	872862	NA		protein_coding
chr21	2565198	2565237	+	0.666541471	-21	2565230	2565209	ENSDARG00000044842	2565202	2571221	2565202	503599	zgc:113348	protein_coding
chr21	2702444	2702541	+	0.741297766	35	2702447	2702482	NA	NA	NA	NA	NA	NA	NA
chr21	5737639	5737713	+	0.838291385	65	5737644	5737709	ENSDARG00000018334	5737709	5745539	5737709	192299	rpl35	protein_coding
chr21	5819773	5819872	+	0.636074233	-68	5819852	5819784	ENSDARG00000068214	5819828	5838438	5819828	406239	ccni	protein_coding
chr21	10340706	10340849	+	0.665597677	66	10340747	10340813	ENSDARG00000088318	10340797	10379322	10340797	563733	ubap2	protein_coding
chr21	13959527	13959694	+	0.68297557	71	13959528	13959599	ENSDARG00000001769	13959617	14023048	13959617	140818	ptpra	protein_coding
chr21	15813290	15813375	+	0.735988983	9	15813344	15813353	ENSDARG00000057918	15813375	15851417	15813375	100330617	tsc1b	protein_coding
chr21	17765102	17765225	+	0.696258494	49	17765143	17765192	ENSDARG00000028699	17765687	17773191	17765687	556443	crkl	protein_coding
chr21	18754196	18754322	+	0.700741963	22	18754232	18754254	NA	NA	NA	NA	NA	NA	NA
chr21	20023274	20023384	+	0.716126354	41	20023302	20023343	ENSDARG00000002020	20023347	20070262	20023347	561835	RICTOR (1 of 3)	protein_coding
chr21	21812002	21812078	+	0.846652681	46	21812003	21812049	ENSDARG00000006666	21812041	21820329	21812041	564510	BUD13	protein_coding
chr21	25068304	25068605	+	0.837767441	150	25068307	25068457	ENSDARG00000091669	25068446	25075182	25068446	100334848	si:dkey-17e16.17	protein_coding
chr21	26120343	26120505	+	0.631575504	-39	26120463	26120424	ENSDARG00000074057	26120532	26125572	26120532	192322	calm2b	protein_coding
chr21	26126768	26126890	+	0.748816073	92	26126773	26126865	ENSDARG00000000972	26126820	26363007	26126820	553283	pcl	protein_coding
chr21	26858792	26858985	+	0.906183453	-101	26858985	26858884	ENSDARG00000075169	26858932	26875776	26858932	568986	bbs1	protein_coding
chr21	33815179	33815359	+	0.606849449	22	33815243	33815265	ENSDARG00000044484	33815223	33846741	33815223	393907	cdc23	protein_coding
chr21	35416349	35416391	+	0.730101697	10	35416367	35416377	NA	NA	NA	NA	NA	NA	NA
chr21	36736973	36737034	+	0.658124849	31	36736987	36737018	ENSDARG00000054164	36737011	36744309	36737011	553580	MRPS17	protein_coding
chr21	37705325	37705607	+	0.722592767	-215	37705568	37705353	ENSDARG00000073686	37705367	37755395	37705367	567838	HEATR6	protein_coding
chr21	39253407	39253565	+	0.662613445	30	39253439	39253469	ENSDARG00000077623	39253498	39314828	39253498	557912	SSH2 (2 of 2)	protein_coding
chr21	41659341	41659386	+	0.724312526	-16	41659360	41659344	NA	NA	NA	NA	NA	NA	NA
chr21	41891225	41891339	+	0.721939384	35	41891270	41891305	ENSDARG00000014531	41891302	41911382	41891302	554140	atg4a	protein_coding
chr21	1062476	1062589	-	0.630626407	-48	1062490	1062538	ENSDARG00000089844	1029132	1062431	1062431	327578	SCARB2	protein_coding
chr21	2392487	2392592	-	0.657035368	6	2392546	2392540	ENSDARG00000059301	2365310	2392546	2392546	541479	hmgcrb	protein_coding
chr21	3447842	3447896	-	0.730991216	-34	3447859	3447893	NA	NA	NA	NA	NA	NA	NA
chr21	3951487	3951741	-	0.814870903	168	3951685	3951517	ENSDARG00000060980	3869842	3951657	3951657	100148342	ATP8B1	protein_coding
chr21	5880822	5880891	-	0.70500331	57	5880888	5880831	ENSDARG00000044807	5869308	5880890	5880890	474325	dck	protein_coding
chr21	11432304	11432658	-	0.645212025	7	11432545	11432538	ENSDARG00000003920	11428691	11432572	11432572	321714	setb	protein_coding
chr21	12174742	12174848	-	0.704522219	-62	12174783	12174845	ENSDARG00000094841	12150168	12174613	12174613	NA	AKNA (2 of 3)	protein_coding
chr21	12894100	12894218	-	0.678820568	21	12894216	12894195	ENSDARG00000026634	12846345	12894176	12894176	402830	ehmt1b	protein_coding
chr21	13017954	13018108	-	0.619536158	-12	13018037	13018049	ENSDARG00000045567	13008368	13018071	13018071	445172	phpt1	protein_coding
chr21	28904220	28904349	-	0.709458254	35	28904294	28904259	ENSDARG00000014536	28860485	28904472	28904472	503766	pfdn1	protein_coding
chr21	31548821	31548999	-	0.654261069	22	31548884	31548862	ENSDARG00000008255	31524873	31548884	31548884	324048	cnot6	protein_coding
chr21	36994299	36994343	-	0.711937326	17	36994343	36994326	ENSDARG00000054096	36976333	36994394	36994394	492764	rbm41	protein_coding
chr21	38012231	38012479	-	0.782271051	97	38012367	38012270	ENSDARG00000044362	37956316	38012427	38012427	678653	unc119b	protein_coding
chr21	39991228	39991260	-	0.828652081	-31	39991229	39991260	ENSDARG00000078581	39961086	39991260	39991260	100149876	C21H5orf41	protein_coding
chr21	43917039	43917129	-	0.665450614	4	43917070	43917066	ENSDARG00000045132	43897577	43917087	43917087	334582	vdac1	protein_coding
chr22	219718	219781	+	0.729614723	-54	219773	219719	ENSDARG00000087216	219765	228985	219765	791133	NDUFAF3	protein_coding
chr22	2800933	2800982	+	0.722265264	47	2800934	2800981	ENSDARG00000094218	2800940	2803727	2800940	NA	si:dkey-1b17.1	protein_coding
chr22	2861583	2861722	+	0.665955215	45	2861584	2861629	ENSDARG00000079127	2861533	2868826	2861533	568663	si:dkey-1b17.7	protein_coding
chr22	10786933	10787111	+	0.628255368	-9	10786965	10786956	ENSDARG00000062997	10787125	10801194	10787125	559228	hyal2	protein_coding
chr22	11254000	11254295	+	0.765216111	65	11254145	11254210	ENSDARG00000017798	11254303	11310388	11254303	402921	bcor	protein_coding
chr22	16535709	16535877	+	0.646364564	-35	16535759	16535724	ENSDARG00000011281	16535779	16570512	16535779	565503	osbpl1a	protein_coding
chr22	17527667	17527724	+	0.657625053	4	17527711	17527715	NA	NA	NA	NA	NA	NA	NA
chr22	17723969	17724073	+	0.768087366	-48	17724045	17723997	ENSDARG00000041878	17723992	17730930	17723992	406798	rab11ba	protein_coding
chr22	21838437	21838516	+	0.673587578	69	21838444	21838513	ENSDARG00000071413	21838505	21869628	21838505	564723	mier2	protein_coding
chr22	22801260	22801363	+	0.67631185	-37	22801302	22801265	ENSDARG00000062187	22801609	22839546	22801609	562052	kif14	protein_coding
chr22	27254370	27254479	+	0.741004021	15	27254458	27254473	NA	NA	NA	NA	NA	NA	NA
chr22	32338471	32338583	+	0.642686871	-18	32338558	32338540	ENSDARG00000071046	32338529	32342031	32338529	795943	bbip1	protein_coding
chr22	35041515	35041672	+	0.748972314	-29	35041615	35041586	ENSDARG00000078966	35041601	35046803	35041601	100136872	rbm15b	protein_coding
chr22	39415859	39415985	+	0.616233471	-15	39415915	39415900	NA	NA	NA	NA	NA	NA	NA
chr22	41235170	41235362	+	0.66595628	-70	41235274	41235204	ENSDARG00000004502	41235238	41253456	41235238	563808	rcor3	protein_coding
chr22	49337	49429	-	0.657867647	5	49379	49374	ENSDARG00000086848	47436	49330	49330	403004	atad3b	protein_coding
chr22	482015	482165	-	0.726042523	-46	482069	482115	ENSDARG00000000853	448429	482107	482107	402922	dstyk	protein_coding
chr22	677666	677811	-	0.650001464	4	677716	677712	ENSDARG00000078686	669883	677739	677739	567222	ARL8A	protein_coding
chr22	814174	814296	-	0.638785004	-91	814175	814266	ENSDARG00000011890	799841	814296	814296	83775	cry4	protein_coding
chr22	3664228	3664488	-	0.767076619	159	3664488	3664329	NA	NA	NA	NA	NA	NA	NA
chr22	6286547	6286613	-	0.742497658	-17	6286554	6286571	ENSDARG00000071648	6266868	6286559	6286559	553751	zgc:113298	protein_coding
chr22	6726023	6726299	-	0.718035547	-17	6726199	6726216	ENSDARG00000074085	6709249	6725963	6725963	NA	si:ch1073-188e1.1	protein_coding
chr22	10026495	10026599	-	0.907895833	44	10026599	10026555	NA	NA	NA	NA	NA	NA	NA
chr22	10040204	10040239	-	0.835328378	-9	10040223	10040232	ENSDARG00000074820	10035914	10040235	10040235	100034448	si:dkey-253d23.9	protein_coding
chr22	11001102	11001243	-	0.64261911	27	11001222	11001195	NA	NA	NA	NA	NA	NA	NA
chr22	12833027	12833130	-	0.650223952	-12	12833118	12833130	ENSDARG00000041609	12780873	12833130	12833130	58134	adarb1	protein_coding
chr22	16716371	16716592	-	0.744958728	16	16716552	16716536	ENSDARG00000042742	16706117	16716538	16716538	550577	stx6	protein_coding
chr22	21366984	21367309	-	0.704162087	271	21367281	21367010	ENSDARG00000056483	21274805	21367189	21367189	321750	ssbp4	protein_coding
chr22	21497862	21497924	-	0.676712991	-49	21497863	21497912	ENSDARG00000073867	21488870	21498043	21498043	564601	C22H19orf60	protein_coding
chr22	32334106	32334206	-	0.61500216	60	32334173	32334113	NA	NA	NA	NA	NA	NA	NA
chr22	39711609	39711679	-	0.706625545	-31	39711613	39711644	ENSDARG00000060805	39677218	39711647	39711647	562808	MAP1S (1 of 2)	protein_coding
chr22	40551063	40551175	-	0.694764116	20	40551099	40551079	ENSDARG00000022968	40528447	40551116	40551116	327220	fxr1	protein_coding
chr23	3526806	3526903	+	0.644532451	-23	3526884	3526861	ENSDARG00000063250	3526865	3534787	3526865	568830	spata2	protein_coding
chr23	4413534	4413599	+	0.618983375	20	4413556	4413576	NA	NA	NA	NA	NA	NA	NA
chr23	7622416	7622485	+	0.645377592	31	7622450	7622481	ENSDARG00000002536	7622362	7652457	7622362	393482	tm9sf4	protein_coding
chr23	18049674	18049799	+	0.777085867	-56	18049762	18049706	NA	NA	NA	NA	NA	NA	NA
chr23	20801639	20801710	+	0.646030132	47	20801640	20801687	ENSDARG00000057011	20801654	20806242	20801654	445202	dpm1	protein_coding
chr23	21786322	21786392	+	0.674476765	26	21786323	21786349	ENSDARG00000020241	21786293	21793116	21786293	550281	icmt	protein_coding
chr23	22272435	22272603	+	0.656743252	51	22272481	22272532	ENSDARG00000074331	22272958	22354472	22272958	568761	EIF4G3 (1 of 2)	protein_coding
chr23	26366791	26366928	+	0.679385565	37	26366794	26366831	ENSDARG00000037153	26366806	26381517	26366806	195824	atp6ap1	protein_coding
chr23	29051869	29051895	+	0.736352808	17	29051872	29051889	ENSDARG00000028322	29051894	29168649	29051894	559933	pex14	protein_coding
chr23	30968630	30968899	+	0.726138518	73	30968729	30968802	ENSDARG00000036956	30968700	30991132	30968700	403066	ASXL1	protein_coding
chr23	32151929	32152018	+	0.648788266	0	32151976	32151976	ENSDARG00000020887	32151461	32157734	32151461	321240	zgc:56200	protein_coding
chr23	32218144	32218211	+	0.660250535	40	32218167	32218207	ENSDARG00000074675	32218181	32246397	32218181	792831	pan2	protein_coding
chr23	32250292	32250407	+	0.674494508	30	32250305	32250335	ENSDARG00000036855	32250347	32258777	32250347	664689	plagx	protein_coding
chr23	35556297	35556354	+	0.680888987	11	35556318	35556329	ENSDARG00000076486	35556318	35589221	35556318	541489	acp1	protein_coding
chr23	39056979	39057054	+	0.73769806	60	39056983	39057043	ENSDARG00000088925	39057067	39168135	39057067	NA	ATP9A	protein_coding
chr23	43792129	43792151	+	0.858834006	10	43792130	43792140	ENSDARG00000004114	43792176	43816067	43792176	570077	tti1	protein_coding
chr23	44771920	44772005	+	0.659608188	-28	44772005	44771977	ENSDARG00000092799	44771973	44817405	44771973	NA	si:ch1073-98b4.2	protein_coding
